"species"	"decimallatitude"	"decimallongitude"	"class"
"5081"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5082"	"Cynopterus brachyotis"	-3.41667	114.41667	"Mammalia"
"5083"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"5084"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5085"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5086"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5087"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5088"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5089"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5090"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5091"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"5092"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5093"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5094"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5095"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5096"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5097"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"5098"	"Myotis muricola"	-0.38333	116.975	"Mammalia"
"5099"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5100"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5101"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5102"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5103"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5104"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5105"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5106"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5107"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5108"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5109"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5110"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5111"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5112"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5113"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5114"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5115"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5116"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5117"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5118"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5119"	""	-1.51667	111.5	"Mammalia"
"5120"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"5121"	"Tupaia dorsalis"	-1.51667	111.5	"Mammalia"
"5122"	""	-1.51667	111.5	"Mammalia"
"5123"	""	-1.51667	111.5	"Mammalia"
"5124"	"Rattus exulans"	-1.51667	111.5	"Mammalia"
"5125"	"Sundasciurus lowii"	6.02	116.87	"Mammalia"
"5126"	""	2.5	113.5	"Mammalia"
"5127"	""	2.5	113.5	"Mammalia"
"5128"	"Maxomys rajah"	4.416	117.5	"Mammalia"
"5129"	"Niviventer cremoriventer"	4.41667	118.017	"Mammalia"
"5130"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5131"	"Rousettus amplexicaudatus"	2.6533	113.0514	"Mammalia"
"5132"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"5133"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"5134"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5135"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5136"	"Rousettus amplexicaudatus"	3.0933	113.6711	"Mammalia"
"5137"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5138"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"5139"	"Myotis adversus"	2.6533	113.0514	"Mammalia"
"5140"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5141"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5142"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5143"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5144"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5145"	""	4.39817	117.8876	"Mammalia"
"5146"	"Hipposideros galeritus"	6.05	116.8	"Mammalia"
"5147"	"Paruromys dominator"	2.90217	119.69732	"Mammalia"
"5148"	"Hylobates muelleri"	3.5	114.5	"Mammalia"
"5149"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5150"	"Eonycteris spelaea"	2.65333	113.0515	"Mammalia"
"5151"	"Kerivoula papillosa"	2.65333	113.0515	"Mammalia"
"5152"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"5153"	"Maxomys surifer"	6	116.68	"Mammalia"
"5154"	"Maxomys rajah"	2.6533	113.0514	"Mammalia"
"5155"	"Rattus tanezumi"	-1.08	110.68	"Mammalia"
"5156"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5157"	"Rousettus amplexicaudatus"	3.0933	113.6711	"Mammalia"
"5158"	"Cynopterus horsfieldii"	-2.7	115.48	"Mammalia"
"5159"	"Cynopterus brachyotis"	-0.92	117	"Mammalia"
"5160"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5161"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5162"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"5163"	"Pteropus hypomelanus"	2.28	118.25	"Mammalia"
"5164"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"5165"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"5166"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"5167"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5168"	"Trachypithecus cristatus"	-2.63	115.45	"Mammalia"
"5169"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"5170"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5171"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5172"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5173"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5174"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5175"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"5176"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"5177"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"5178"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5179"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5180"	"Tupaia longipes"	5.97	116.68	"Mammalia"
"5181"	"Eonycteris spelaea"	-2.5	115.4	"Mammalia"
"5182"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5183"	"Harpiocephalus harpia"	-1.25	109.95	"Mammalia"
"5184"	"Rattus exulans"	-3.22	114.37	"Mammalia"
"5185"	"Callosciurus notatus"	6.12	116.8	"Mammalia"
"5186"	"Callosciurus notatus"	6	116.68	"Mammalia"
"5187"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5188"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5189"	"Tupaia montana"	6.08	116.55	"Mammalia"
"5190"	"Cynopterus brachyotis"	-2.5	115.4	"Mammalia"
"5191"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"5192"	"Leopoldamys sabanus"	6	116.68	"Mammalia"
"5193"	"Hipposideros cervinus"	3.82437	113.76209	"Mammalia"
"5194"	"Hylobates muelleri"	3.00936	113.77358	"Mammalia"
"5195"	"Hylobates muelleri"	4.58	113.98	"Mammalia"
"5196"	"Macaca nemestrina"	1.52961	110.34429	"Mammalia"
"5197"	"Pongo pygmaeus"	3.00936	113.77358	"Mammalia"
"5198"	"Presbytis rubicunda"	4.58	113.98	"Mammalia"
"5199"	"Rhinopoma hardwickii"	0	110	"Mammalia"
"5200"	""	4.48009	114.01083	"Mammalia"
"5201"	"Presbytis rubicunda"	4.96449	117.80451	"Mammalia"
"5202"	"Macroglossus minimus"	6.20042	116.75208	"Mammalia"
"5203"	"Myotis adversus"	1.71653	110.44442	"Mammalia"
"5204"	"Macroglossus minimus"	6.20042	116.75208	"Mammalia"
"5205"	"Balionycteris maculata"	1.61175	110.19589	"Mammalia"
"5206"	"Eonycteris major"	1.12817	110.21853	"Mammalia"
"5207"	"Kerivoula lenis"	1.61175	110.19589	"Mammalia"
"5208"	"Macaca nemestrina"	5.16667	118.75	"Mammalia"
"5209"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5210"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5211"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5212"	"Callosciurus nigrovittatus"	5.92548	117.73447	"Mammalia"
"5213"	"Sus scrofa"	-2.23295	113.07953	"Mammalia"
"5214"	"Nasalis larvatus"	1.69114	110.52908	"Mammalia"
"5215"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5216"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"5217"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"5218"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5219"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5220"	"Hipposideros dyacorum"	2.6533	113.0514	"Mammalia"
"5221"	"Kerivoula lenis"	2.65333	113.0515	"Mammalia"
"5222"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5223"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5224"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5225"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5226"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5227"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"5228"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5229"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5230"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5231"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5232"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"5233"	"Margaretamys elegans"	2.90217	119.69732	"Mammalia"
"5234"	"Thoopterus nigrescens"	2.90217	119.69732	"Mammalia"
"5235"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5236"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5237"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5238"	"Presbytis rubicunda"	4.39926	117.88929	"Mammalia"
"5239"	"Arctogalidia trivirgata"	6.05667	116.68682	"Mammalia"
"5240"	"Pongo pygmaeus"	4.9634	117.8028	"Mammalia"
"5241"	"Hylobates albibarbis"	-1.21333	110.09533	"Mammalia"
"5242"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5243"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5244"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5245"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5246"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"5247"	""	4.40411	117.89235	"Mammalia"
"5248"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5249"	"Macaca fascicularis"	4.39926	117.88929	"Mammalia"
"5250"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"5251"	"Petaurista petaurista"	4.39926	117.88929	"Mammalia"
"5252"	"Callosciurus prevostii"	-1.21333	110.09533	"Mammalia"
"5253"	"Hylobates albibarbis"	-1.21333	110.09533	"Mammalia"
"5254"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5255"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5256"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5257"	"Hipposideros galeritus"	4.033	114.883	"Mammalia"
"5258"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5259"	"Miniopterus australis"	4.033	114.883	"Mammalia"
"5260"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5261"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5262"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5263"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"5264"	"Maxomys ochraceiventer"	2.85	115.8	"Mammalia"
"5265"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5266"	"Maxomys surifer"	2.85	115.8	"Mammalia"
"5267"	"Niviventer cremoriventer"	-0.83	117	"Mammalia"
"5268"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"5269"	"Maxomys surifer"	2.85	115.8	"Mammalia"
"5270"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5271"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5272"	"Sundamys muelleri"	2.85	115.8	"Mammalia"
"5273"	"Sundasciurus lowii"	2.85	115.8	"Mammalia"
"5274"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"5275"	"Cynopterus horsfieldii"	5.533	118.067	"Mammalia"
"5276"	"Hipposideros cineraceus"	4.717	118.15	"Mammalia"
"5277"	"Hipposideros dyacorum"	5.85	117.967	"Mammalia"
"5278"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"5279"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"5280"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"5281"	"Rhinolophus borneensis"	6.033	116.533	"Mammalia"
"5282"	"Rhinolophus borneensis"	5.533	118.067	"Mammalia"
"5283"	"Rhinolophus trifoliatus"	4.833	117.5	"Mammalia"
"5284"	"Pongo pygmaeus"	1.56667	110.75	"Mammalia"
"5285"	"Myotis gomantongensis"	5.51667	118.06667	"Mammalia"
"5286"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5287"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5288"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5289"	"Exilisciurus exilis"	3.89166	114.77417	"Mammalia"
"5290"	"Macaca fascicularis"	5.16667	118.75	"Mammalia"
"5291"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5292"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5293"	"Nasalis larvatus"	1	114	"Mammalia"
"5294"	"Hylobates muelleri"	1	114	"Mammalia"
"5295"	"Callosciurus notatus"	1.53333	110.33333	"Mammalia"
"5296"	"Myotis gomantongensis"	5.51667	118.06667	"Mammalia"
"5297"	"Nasalis larvatus"	4.8411	117.60334	"Mammalia"
"5298"	"Tupaia tana"	4.41667	118.017	"Mammalia"
"5299"	"Nasalis larvatus"	0	114	"Mammalia"
"5300"	"Tupaia minor"	6	116.68	"Mammalia"
"5301"	"Tupaia tana"	6	116.68	"Mammalia"
"5302"	"Tupaia minor"	2.18	117.47	"Mammalia"
"5303"	"Tupaia minor"	2.18	117.47	"Mammalia"
"5304"	"Tupaia minor"	6	116.68	"Mammalia"
"5305"	"Tupaia minor"	5.98	116.53	"Mammalia"
"5306"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5307"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5308"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"5309"	"Callosciurus prevostii"	6.02	116.87	"Mammalia"
"5310"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"5311"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5312"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5313"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"5314"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5315"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5316"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"5317"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"5318"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"5319"	"Chrotomys whiteheadi"	6.02	116.87	"Mammalia"
"5320"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"5321"	"Niviventer cremoriventer"	6.02	116.87	"Mammalia"
"5322"	"Macaca nemestrina"	-0.88	115.675	"Mammalia"
"5323"	"Sundasciurus lowii"	6	116.68	"Mammalia"
"5324"	"Chiropodomys major"	6	116.68	"Mammalia"
"5325"	"Ratufa affinis"	6	116.68	"Mammalia"
"5326"	"Nycteris javanica"	-1.25	109.95	"Mammalia"
"5327"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"5328"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"5329"	"Emballonura alecto"	2.6533	113.0514	"Mammalia"
"5330"	"Emballonura alecto"	2.6533	113.0514	"Mammalia"
"5331"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"5332"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"5333"	"Tupaia tana"	5.5	117	"Mammalia"
"5334"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"5335"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"5336"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"5337"	"Cynopterus brachyotis"	-1.25	109.95	"Mammalia"
"5338"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"5339"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"5340"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"5341"	"Tupaia tana"	-0.03	110.12	"Mammalia"
"5342"	"Tupaia tana"	0.5	117.15	"Mammalia"
"5343"	"Tupaia splendidula"	-0.53	117.08	"Mammalia"
"5344"	"Myotis horsfieldii"	-2.63	115.45	"Mammalia"
"5345"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"5346"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"5347"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5348"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"5349"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5350"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5351"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5352"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"5353"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5354"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5355"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5356"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5357"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5358"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5359"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"5360"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"5361"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5362"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5363"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5364"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"5365"	"Tupaia montana"	1.61175	110.19589	"Mammalia"
"5366"	"Glischropus tylopus"	6.20042	116.75208	"Mammalia"
"5367"	"Pipistrellus stenopterus"	6.20042	116.75208	"Mammalia"
"5368"	"Glischropus tylopus"	6.20042	116.75208	"Mammalia"
"5369"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"5370"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"5371"	"Penthetor lucasi"	1.61175	110.19589	"Mammalia"
"5372"	"Eonycteris major"	1.12817	110.21853	"Mammalia"
"5373"	"Tupaia tana"	1.53	110.34	"Mammalia"
"5374"	"Galeopterus variegatus"	3.63333	115.51667	"Mammalia"
"5375"	"Ratufa affinis"	1.65	112.93333	"Mammalia"
"5376"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5377"	"Sundasciurus brookei"	2.85	114.85	"Mammalia"
"5378"	"Hylobates funereus"	2.85	114.85	"Mammalia"
"5379"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5380"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5381"	"Echinosorex gymnura"	1.4	110.26667	"Mammalia"
"5382"	"Paradoxurus hermaphroditus"	4.41667	117.48333	"Mammalia"
"5383"	"Tupaia dorsalis"	4.41667	117.48333	"Mammalia"
"5384"	"Hylobates funereus"	4.41667	117.48333	"Mammalia"
"5385"	"Callosciurus prevostii"	4.41667	117.48333	"Mammalia"
"5386"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"5387"	"Crocidura fuliginosa"	5.98333	116.53333	"Mammalia"
"5388"	"Rattus rattus"	3.75	115.45	"Mammalia"
"5389"	"Ratufa affinis"	5.28333	117.55	"Mammalia"
"5390"	"Hylobates muelleri"	1	114	"Mammalia"
"5391"	"Rhinolophus luctus"	6.08333	116.55	"Mammalia"
"5392"	"Callosciurus prevostii"	3.21667	114.8	"Mammalia"
"5393"	"Callosciurus prevostii"	3.21667	114.8	"Mammalia"
"5394"	"Tupaia minor"	5.83333	118.23333	"Mammalia"
"5395"	"Manis javanica"	5.83333	118.23333	"Mammalia"
"5396"	"Prosciurillus leucomus"	5.83333	118.23333	"Mammalia"
"5397"	"Maxomys baeodon"	2.13333	118.73333	"Mammalia"
"5398"	"Macaca nemestrina"	5.53333	118.55	"Mammalia"
"5399"	"Hemigalus derbyanus"	5.58333	118.06667	"Mammalia"
"5400"	"Echinosorex gymnura"	5.58333	118.06667	"Mammalia"
"5401"	"Ratufa affinis"	5.58333	118.06667	"Mammalia"
"5402"	"Tupaia tana"	5.53333	118.55	"Mammalia"
"5403"	"Diplogale hosei"	3.75	115.45	"Mammalia"
"5404"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"5405"	"Tupaia minor"	5.58333	118.06667	"Mammalia"
"5406"	"Emballonura monticola"	5.58333	118.06667	"Mammalia"
"5407"	"Tupaia tana"	1.48333	110.33333	"Mammalia"
"5408"	"Tupaia minor"	1.48333	110.33333	"Mammalia"
"5409"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"5410"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"5411"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"5412"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"5413"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"5414"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"5415"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"5416"	"Ratufa affinis"	-2.63333	116.26667	"Mammalia"
"5417"	"Penthetor lucasi"	2.5	113.5	"Mammalia"
"5418"	"Maxomys surifer"	6.16667	116.23333	"Mammalia"
"5419"	"Hemigalus derbyanus"	1.48333	110.33333	"Mammalia"
"5420"	"Arctogalidia trivirgata"	3.31667	114.78333	"Mammalia"
"5421"	"Callosciurus prevostii"	2.7	114.65	"Mammalia"
"5422"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"5423"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"5424"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"5425"	"Cynopterus brachyotis"	6.05	116.8	"Mammalia"
"5426"	"Exilisciurus whiteheadi"	5.98333	116.53333	"Mammalia"
"5427"	"Muntiacus atherodes"	2.5	113.5	"Mammalia"
"5428"	"Sus barbatus"	5.58333	118.06667	"Mammalia"
"5429"	"Herpestes brachyurus"	4.03333	114.38333	"Mammalia"
"5430"	"Ratufa affinis"	5.53333	118.55	"Mammalia"
"5431"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"5432"	"Maxomys surifer"	6.05	116.8	"Mammalia"
"5433"	"Niviventer cremoriventer"	6.05	116.8	"Mammalia"
"5434"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"5435"	""	6.008	116.5413	"Mammalia"
"5436"	"Myotis ater"	5.51667	118.06667	"Mammalia"
"5437"	"Rhinolophus luctus"	4.71667	118.15	"Mammalia"
"5438"	"Rhinolophus trifoliatus"	5.86667	117.93333	"Mammalia"
"5439"	"Rhinolophus acuminatus"	5.2	118.86667	"Mammalia"
"5440"	"Rhinolophus philippinensis"	5.51667	118.06667	"Mammalia"
"5441"	"Hipposideros cineraceus"	4.71667	118.15	"Mammalia"
"5442"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5443"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5444"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5445"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5446"	"Rattus rattus"	-3.41667	114.41667	"Mammalia"
"5447"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5448"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5449"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5450"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5451"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5452"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5453"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5454"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5455"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5456"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5457"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5458"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5459"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"5460"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5461"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5462"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5463"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5464"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5465"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5466"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5467"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5468"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5469"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5470"	"Exilisciurus exilis"	6.07253	116.56143	"Mammalia"
"5471"	"Hylobates muelleri"	3.00936	113.77358	"Mammalia"
"5472"	"Macaca fascicularis"	3.00936	113.77358	"Mammalia"
"5473"	"Macaca nemestrina"	3.00936	113.77358	"Mammalia"
"5474"	"Pongo pygmaeus"	0.08304	111.25001	"Mammalia"
"5475"	"Hemigalus derbyanus"	-1.51667	111.5	"Mammalia"
"5476"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"5477"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"5478"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"5479"	"Callosciurus notatus"	-1.51667	111.5	"Mammalia"
"5480"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"5481"	"Rattus exulans"	-1.51667	111.5	"Mammalia"
"5482"	""	-1.51667	111.5	"Mammalia"
"5483"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
